领域,年份,会议或期刊名,文章名,链接,代码仓库,数据集或基准链接,本地的下载路径,文章类别,备注
cs.AI,2022,AAAI,Image-Adaptive YOLO for Object Detection in Adverse Weather Conditions,https://ojs.aaai.org/index.php/AAAI/article/download/20072/19831,https://github.com/wenyyu/Image-Adaptive-YOLO,,downloads/aaai/2022/image-adaptive-yolo-for-object-detection-in-adverse-weather-conditions,bench/dataset型,OpenAlex cited_by_count=545
cs.AI,2022,AAAI,Backprop-Free Reinforcement Learning with Active Neural Generative Coding,https://doi.org/10.1609/aaai.v36i1.19876,https://github.com/ago109/active-neural-generative-coding,,downloads/aaai/2022/backprop-free-reinforcement-learning-with-active-neural-generative-coding,,DBLP XML fallback; GitHub search candidate; stars=25; score=0.80; repo cloned; PDF pending
cs.AI,2022,AAAI,Deformable Part Region Learning for Object Detection,https://doi.org/10.1609/aaai.v36i1.19883,https://github.com/hoya012/deep_learning_object_detection,,downloads/aaai/2022/deformable-part-region-learning-for-object-detection,,DBLP XML fallback; GitHub search candidate; stars=11389; score=0.76; repo cloned; PDF pending
cs.AI,2023,AAAI,NHITS: Neural Hierarchical Interpolation for Time Series Forecasting,https://ojs.aaai.org/index.php/AAAI/article/download/25854/25626,https://github.com/Nixtla/neuralforecast,,downloads/aaai/2023/nhits-neural-hierarchical-interpolation-for-time-series-forecasting,bench/dataset型,OpenAlex cited_by_count=467
cs.AI,2023,AAAI,Are Transformers Effective for Time Series Forecasting?,https://ojs.aaai.org/index.php/AAAI/article/download/26317/26089,https://github.com/cure-lab/LTSF-Linear,,downloads/aaai/2023/are-transformers-effective-for-time-series-forecasting,bench/dataset型,OpenAlex cited_by_count=2650; arXiv abstract repo match; arXiv:2205.13504v3
cs.AI,2023,AAAI,BEVDepth: Acquisition of Reliable Depth for Multi-View 3D Object Detection,https://ojs.aaai.org/index.php/AAAI/article/download/25233/25005,https://github.com/Megvii-BaseDetection/BEVDepth,,downloads/aaai/2023/bevdepth-acquisition-of-reliable-depth-for-multi-view-3d-object-detection,方法型,OpenAlex cited_by_count=662; GitHub search candidate; stars=881; score=0.70
cs.AI,2023,AAAI,Exploring CLIP for Assessing the Look and Feel of Images,https://ojs.aaai.org/index.php/AAAI/article/download/25353/25125,https://github.com/IceClear/CLIP-IQA,,downloads/aaai/2023/exploring-clip-for-assessing-the-look-and-feel-of-images,bench/dataset型,OpenAlex cited_by_count=552; arXiv abstract repo match; arXiv:2207.12396v2
cs.AI,2023,AAAI,PDFormer: Propagation Delay-Aware Dynamic Long-Range Transformer for Traffic Flow Prediction,https://ojs.aaai.org/index.php/AAAI/article/download/25556/25328,https://github.com/BUAABIGSCity/PDFormer,,downloads/aaai/2023/pdformer-propagation-delay-aware-dynamic-long-range-transformer-for-traffic-flow,bench/dataset型,OpenAlex cited_by_count=505; GitHub search candidate; stars=301; score=1.23
cs.AI,2024,AAAI,T2I-Adapter: Learning Adapters to Dig Out More Controllable Ability for Text-to-Image Diffusion Models,https://ojs.aaai.org/index.php/AAAI/article/download/28226/28447,https://github.com/TencentARC/T2I-Adapter,,downloads/aaai/2024/t2i-adapter-learning-adapters-to-dig-out-more-controllable-ability-for-text-to-i,方法型,OpenAlex cited_by_count=724
cs.AI,2024,AAAI,MedSegDiff-V2: Diffusion-Based Medical Image Segmentation with Transformer,https://ojs.aaai.org/index.php/AAAI/article/download/28418/28816,https://github.com/KidsWithTokens/MedSegDiff,,downloads/aaai/2024/medsegdiff-v2-diffusion-based-medical-image-segmentation-with-transformer,系统型,OpenAlex cited_by_count=237
cs.AI,2024,AAAI,Omni-Kernel Network for Image Restoration,https://ojs.aaai.org/index.php/AAAI/article/download/27907/27836,https://github.com/c-yn/OKNet,,downloads/aaai/2024/omni-kernel-network-for-image-restoration,bench/dataset型,OpenAlex cited_by_count=229
cs.AI,2024,AAAI,SeGA: Preference-Aware Self-Contrastive Learning with Prompts for Anomalous User Detection on Twitter,https://doi.org/10.1609/aaai.v38i1.27752,https://github.com/ying0409/SeGA,,downloads/aaai/2024/sega-preference-aware-self-contrastive-learning-with-prompts-for-anomalous-user,,DBLP XML fallback; arXiv abstract code URL match; arXiv:2312.11553v1; repo cloned; PDF pending
cs.AI,2024,AAAI,Heterogeneous Graph Reasoning for Fact Checking over Texts and Tables,https://doi.org/10.1609/aaai.v38i1.27760,https://github.com/Deno-V/HeterFC,,downloads/aaai/2024/heterogeneous-graph-reasoning-for-fact-checking-over-texts-and-tables,,DBLP XML fallback; arXiv abstract code URL match; arXiv:2402.13028v1; repo cloned; PDF pending
cs.AI,2025,AAAI,Pinwheel-shaped Convolution and Scale-based Dynamic Loss for Infrared Small Target Detection,https://doi.org/10.1609/aaai.v39i9.32996,https://github.com/JN-Yang/PConv-SDloss-Data,,downloads/aaai/2025/pinwheel-shaped-convolution-and-scale-based-dynamic-loss-for-infrared-small-targ,bench/dataset型,OpenAlex cited_by_count=135; arXiv abstract repo match; arXiv:2412.16986v1; repo clone skipped
cs.AI,2025,AAAI,EfficientVMamba: Atrous Selective Scan for Light Weight Visual Mamba,https://ojs.aaai.org/index.php/AAAI/article/download/32690/34845,https://github.com/TerryPei/EfficientVMamba,,downloads/aaai/2025/efficientvmamba-atrous-selective-scan-for-light-weight-visual-mamba,方法型,OpenAlex cited_by_count=125; arXiv abstract repo match; arXiv:2403.09977v1
cs.AI,2025,AAAI,Mamba YOLO: A Simple Baseline for Object Detection with State Space Model,https://ojs.aaai.org/index.php/AAAI/article/download/32885/35040,https://github.com/HZAI-ZJNU/Mamba-YOLO,,downloads/aaai/2025/mamba-yolo-a-simple-baseline-for-object-detection-with-state-space-model,bench/dataset型,OpenAlex cited_by_count=113; arXiv abstract repo match; arXiv:2406.05835v2
cs.AI,2025,AAAI,SQLFixAgent: Towards Semantic-Accurate Text-to-SQL Parsing via Consistency-Enhanced Multi-Agent Collaboration,https://doi.org/10.1609/aaai.v39i1.31979,https://github.com/Cen-Jipeng-SUDA/SQLFixAgent,,downloads/aaai/2025/sqlfixagent-towards-semantic-accurate-text-to-sql-parsing-via-consistency-enhanc,,DBLP XML fallback; GitHub search candidate; stars=26; score=1.27; repo cloned; PDF pending
cs.AI,2025,AAAI,FactorGCL: A Hypergraph-Based Factor Model with Temporal Residual Contrastive Learning for Stock Returns Prediction,https://doi.org/10.1609/aaai.v39i1.31993,https://github.com/M1ngX/FactorGCL,,downloads/aaai/2025/factorgcl-a-hypergraph-based-factor-model-with-temporal-residual-contrastive-lea,方法型,DBLP XML fallback; GitHub search candidate; stars=9; score=1.28; repo cloned; PDF pending
cs.AI,2026,AAAI,PathRAG: Pruning Graph-based Retrieval Augmented Generation with Relational Paths,https://doi.org/10.1609/aaai.v40i36.40268,https://github.com/BUPT-GAMMA/PathRAG,,downloads/aaai/2026/pathrag-pruning-graph-based-retrieval-augmented-generation-with-relational-paths,bench/dataset型,OpenAlex cited_by_count=8; arXiv abstract repo match; arXiv:2502.14902v2
cs.AI,2026,AAAI,AdaptCLIP: Adapting CLIP for Universal Visual Anomaly Detection,https://doi.org/10.1609/aaai.v40i6.42404,https://github.com/gaobb/AdaptCLIP,,downloads/aaai/2026/adaptclip-adapting-clip-for-universal-visual-anomaly-detection,bench/dataset型,OpenAlex cited_by_count=6; GitHub search candidate; stars=175; score=1.36
cs.AI,2026,AAAI,OpenDriveVLA: Towards End-to-end Autonomous Driving with Large Vision Language Action Model,https://doi.org/10.1609/aaai.v40i16.38386,https://github.com/DriveVLA/OpenDriveVLA,,downloads/aaai/2026/opendrivevla-towards-end-to-end-autonomous-driving-with-large-vision-language-ac,bench/dataset型,OpenAlex cited_by_count=5; GitHub search candidate; stars=774; score=1.37
cs.AI,2026,AAAI,Physical-regularized Hierarchical Generative Model for Metallic Glass Structural Generation and Energy Prediction,https://doi.org/10.1609/aaai.v40i1.36967,https://github.com/EricCH97/GlassVAE,,downloads/aaai/2026/physical-regularized-hierarchical-generative-model-for-metallic-glass-structural,方法型,DBLP XML fallback; GitHub search candidate; stars=5; score=1.18; repo cloned; PDF pending
cs.AI,2026,AAAI,ProAR: Probabilistic Autoregressive Modeling for Molecular Dynamics,https://doi.org/10.1609/aaai.v40i1.36974,https://github.com/kevincheng7/ProAR,,downloads/aaai/2026/proar-probabilistic-autoregressive-modeling-for-molecular-dynamics,方法型,DBLP XML fallback; GitHub search candidate; stars=3; score=1.23; repo cloned; PDF pending
cs.CL,2020,ACL,Coach: A Coarse-to-Fine Approach for Cross-domain Slot Filling,https://doi.org/10.18653/v1/2020.acl-main.3,https://github.com/zliucr/coach,,downloads/acl/2020/coach-a-coarse-to-fine-approach-for-cross-domain-slot-filling,方法型,DBLP XML fallback; GitHub search candidate; stars=77; score=1.23
cs.CL,2020,ACL,Few-Shot NLG with Pre-Trained Language Model,https://doi.org/10.18653/v1/2020.acl-main.18,https://github.com/czyssrs/Few-Shot-NLG,,downloads/acl/2020/few-shot-nlg-with-pre-trained-language-model,方法型,DBLP XML fallback; arXiv abstract code URL match; arXiv:1904.09521v3; repo cloned; PDF pending
cs.CL,2020,ACL,Fluent Response Generation for Conversational Question Answering,https://doi.org/10.18653/v1/2020.acl-main.19,https://github.com/abaheti95/QADialogSystem,,downloads/acl/2020/fluent-response-generation-for-conversational-question-answering,,DBLP XML fallback; arXiv abstract code URL match; arXiv:2005.10464v2; repo cloned; PDF pending
cs.CL,2020,ACL,Dice Loss for Data-imbalanced NLP Tasks,https://doi.org/10.18653/v1/2020.acl-main.45,https://github.com/ShannonAI/dice_loss_for_NLP,,downloads/acl/2020/dice-loss-for-data-imbalanced-nlp-tasks,,DBLP XML fallback; GitHub search candidate; stars=274; score=1.55; repo cloned; PDF pending
cs.CL,2020,ACL,Spelling Error Correction with Soft-Masked BERT,https://doi.org/10.18653/v1/2020.acl-main.82,https://github.com/gitabtion/BertBasedCorrectionModels,,,,DBLP XML fallback; GitHub search candidate; stars=277; score=1.22
cs.CL,2022,ACL,TruthfulQA: Measuring How Models Mimic Human Falsehoods,https://aclanthology.org/2022.acl-long.229.pdf,https://github.com/sylinrl/TruthfulQA,,downloads/acl/2022/truthfulqa-measuring-how-models-mimic-human-falsehoods,bench/dataset型,OpenAlex cited_by_count=599; GitHub search candidate; stars=932; score=1.33
cs.SE,2023,ASE,CertPri: Certifiable Prioritization for Deep Neural Networks via Movement Cost in Feature Space,https://doi.org/10.1109/ASE56229.2023.00126,https://github.com/haibinzheng/CertPri,,downloads/ase/2023/certpri-certifiable-prioritization-for-deep-neural-networks-via-movement-cost-in,,DBLP XML fallback; GitHub search candidate; stars=1; score=0.83
cs.AR,2021,ASPLOS,PacketMill: toward per-Core 100-Gbps networking,https://doi.org/10.1145/3445814.3446724,https://github.com/aliireza/packetmill,,downloads/asplos/2021/packetmill-toward-per-core-100-gbps-networking,,DBLP XML fallback; GitHub search candidate; stars=62; score=1.31
cs.CR,2022,CCS,Graph Unlearning,https://serval.unil.ch/notice/serval:BIB_F0D8191B0A1D,https://github.com/MinChen00/Graph-Unlearning,,downloads/ccs/2022/graph-unlearning,bench/dataset型,OpenAlex cited_by_count=114
cs.HC,2021,CHI,LipType: A Silent Speech Recognizer Augmented with an Independent Repair Model,https://doi.org/10.1145/3411764.3445565,https://github.com/theiilab/LipType,,downloads/chi/2021/liptype-a-silent-speech-recognizer-augmented-with-an-independent-repair-model,方法型,DBLP XML fallback; GitHub search candidate; stars=21; score=1.22
cs.CV,2020,CVPR,ActiveMoCap: Optimized Viewpoint Selection for Active Human Motion Capture,https://openaccess.thecvf.com/content_CVPR_2020/html/Kiciroglu_ActiveMoCap_Optimized_Viewpoint_Selection_for_Active_Human_Motion_Capture_CVPR_2020_paper.html,https://github.com/senakicir/ActiveMoCap,,downloads/cvpr/2020/activemocap-optimized-viewpoint-selection-for-active-human-motion-capture,,DBLP XML fallback; GitHub search candidate; stars=22; score=1.30; repo cloned; PDF pending
cs.CV,2020,CVPR,Ego-Topo: Environment Affordances From Egocentric Video,https://openaccess.thecvf.com/content_CVPR_2020/html/Nagarajan_Ego-Topo_Environment_Affordances_From_Egocentric_Video_CVPR_2020_paper.html,https://github.com/facebookresearch/ego-topo,,downloads/cvpr/2020/ego-topo-environment-affordances-from-egocentric-video,,DBLP XML fallback; GitHub search candidate; stars=31; score=1.27; repo cloned; PDF pending
cs.CV,2020,CVPR,X3D: Expanding Architectures for Efficient Video Recognition,https://openaccess.thecvf.com/content_CVPR_2020/html/Feichtenhofer_X3D_Expanding_Architectures_for_Efficient_Video_Recognition_CVPR_2020_paper.html,https://github.com/facebookresearch/SlowFast,,downloads/cvpr/2020/x3d-expanding-architectures-for-efficient-video-recognition,方法型,DBLP XML fallback; arXiv abstract code URL match; arXiv:2004.04730v1; repo cloned; PDF pending
cs.CV,2020,CVPR,Dynamic Multiscale Graph Neural Networks for 3D Skeleton Based Human Motion Prediction,https://openaccess.thecvf.com/content_CVPR_2020/html/Li_Dynamic_Multiscale_Graph_Neural_Networks_for_3D_Skeleton_Based_Human_CVPR_2020_paper.html,https://github.com/limaosen0/DMGNN,,downloads/cvpr/2020/dynamic-multiscale-graph-neural-networks-for-3d-skeleton-based-human-motion-pred,,DBLP XML fallback; arXiv abstract code URL match; arXiv:2003.08802v1; repo cloned; PDF pending
cs.CV,2020,CVPR,A Self-supervised Approach for Adversarial Robustness,https://openaccess.thecvf.com/content_CVPR_2020/html/Naseer_A_Self-supervised_Approach_for_Adversarial_Robustness_CVPR_2020_paper.html,https://github.com/Muzammal-Naseer/NRP,,downloads/cvpr/2020/a-self-supervised-approach-for-adversarial-robustness,方法型,DBLP XML fallback; arXiv abstract code URL match; arXiv:2006.04924v1; repo cloned; PDF pending
cs.CV,2021,CVPR,DeepMetaHandles: Learning Deformation Meta-Handles of 3D Meshes With Biharmonic Coordinates,https://openaccess.thecvf.com/content/CVPR2021/html/Liu_DeepMetaHandles_Learning_Deformation_Meta-Handles_of_3D_Meshes_With_Biharmonic_Coordinates_CVPR_2021_paper.html,https://github.com/Colin97/DeepMetaHandles,,downloads/cvpr/2021/deepmetahandles-learning-deformation-meta-handles-of-3d-meshes-with-biharmonic-c,,DBLP XML fallback; GitHub search candidate; stars=89; score=1.46
cs.CV,2021,CVPR,DeFlow: Learning Complex Image Degradations From Unpaired Data With Conditional Flows,https://openaccess.thecvf.com/content/CVPR2021/html/Wolf_DeFlow_Learning_Complex_Image_Degradations_From_Unpaired_Data_With_Conditional_CVPR_2021_paper.html,https://github.com/volflow/DeFlow,,downloads/cvpr/2021/deflow-learning-complex-image-degradations-from-unpaired-data-with-conditional-f,,DBLP XML fallback; arXiv abstract code URL match; arXiv:2101.05796v2; repo cloned; PDF pending
cs.CV,2021,CVPR,Quasi-Dense Similarity Learning for Multiple Object Tracking,https://openaccess.thecvf.com/content/CVPR2021/html/Pang_Quasi-Dense_Similarity_Learning_for_Multiple_Object_Tracking_CVPR_2021_paper.html,http://vis.xyz/pub/qdtrack,,downloads/cvpr/2021/quasi-dense-similarity-learning-for-multiple-object-tracking,,DBLP XML fallback; arXiv abstract code URL match; arXiv:2006.06664v4; code link is a project page; repo clone pending
cs.CV,2021,CVPR,Exponential Moving Average Normalization for Self-Supervised and Semi-Supervised Learning,https://openaccess.thecvf.com/content/CVPR2021/html/Cai_Exponential_Moving_Average_Normalization_for_Self-Supervised_and_Semi-Supervised_Learning_CVPR_2021_paper.html,https://github.com/amazon-research/exponential-moving-average-normalization,,downloads/cvpr/2021/exponential-moving-average-normalization-for-self-supervised-and-semi-supervised,,DBLP XML fallback; arXiv abstract code URL match; arXiv:2101.08482v2; repo cloned; PDF pending
cs.CV,2021,CVPR,Learning To Recover 3D Scene Shape From a Single Image,https://openaccess.thecvf.com/content/CVPR2021/html/Yin_Learning_To_Recover_3D_Scene_Shape_From_a_Single_Image_CVPR_2021_paper.html,https://git.io/Depth,,downloads/cvpr/2021/learning-to-recover-3d-scene-shape-from-a-single-image,,DBLP XML fallback; arXiv abstract code URL match; arXiv:2012.09365v1; code link is a project page; repo clone pending
cs.CV,2022,CVPR,Restormer: Efficient Transformer for High-Resolution Image Restoration,https://doi.org/10.1109/cvpr52688.2022.00564,https://github.com/swz30/Restormer,,downloads/cvpr/2022/restormer-efficient-transformer-for-high-resolution-image-restoration,方法型,OpenAlex cited_by_count=3526
cs.CV,2022,CVPR,Swin Transformer V2: Scaling Up Capacity and Resolution,https://doi.org/10.1109/cvpr52688.2022.01170,https://github.com/microsoft/Swin-Transformer,,downloads/cvpr/2022/swin-transformer-v2-scaling-up-capacity-and-resolution,bench/dataset型,OpenAlex cited_by_count=2209
cs.CV,2022,CVPR,Uformer: A General U-Shaped Transformer for Image Restoration,https://doi.org/10.1109/cvpr52688.2022.01716,https://github.com/ZhendongWang6/Uformer,,downloads/cvpr/2022/uformer-a-general-u-shaped-transformer-for-image-restoration,方法型,OpenAlex cited_by_count=2038
cs.CV,2022,CVPR,High-Resolution Image Synthesis with Latent Diffusion Models,https://doi.org/10.1109/cvpr52688.2022.01042,https://github.com/CompVis/latent-diffusion,,downloads/cvpr/2022/high-resolution-image-synthesis-with-latent-diffusion-models,方法型,OpenAlex cited_by_count=13792; GitHub search candidate; stars=14101; score=1.57
cs.CV,2022,CVPR,Large-Scale Pre-training for Person Re-identification with Noisy Labels,https://doi.org/10.1109/CVPR52688.2022.00251,https://github.com/DengpanFu/LUPerson-NL,,downloads/cvpr/2022/large-scale-pre-training-for-person-re-identification-with-noisy-labels,方法型,DBLP XML fallback; arXiv abstract code URL match; arXiv:2203.16533v2; repo cloned; PDF pending
cs.CV,2023,CVPR,DBARF: Deep Bundle-Adjusting Generalizable Neural Radiance Fields,https://doi.org/10.1109/CVPR52729.2023.00011,https://github.com/AIBluefisher/dbarf,,downloads/cvpr/2023/dbarf-deep-bundle-adjusting-generalizable-neural-radiance-fields,,DBLP XML fallback; GitHub search candidate; stars=101; score=1.23
cs.CV,2023,CVPR,VDN-NeRF: Resolving Shape-Radiance Ambiguity via View-Dependence Normalization,https://doi.org/10.1109/CVPR52729.2023.00012,https://github.com/BoifZ/VDN-NeRF,,downloads/cvpr/2023/vdn-nerf-resolving-shape-radiance-ambiguity-via-view-dependence-normalization,,DBLP XML fallback; arXiv abstract code URL match; arXiv:2303.17968v1; repo cloned; PDF pending
cs.CV,2023,CVPR,AligNeRF: High-Fidelity Neural Radiance Fields via Alignment-Aware Training,https://doi.org/10.1109/CVPR52729.2023.00013,https://yifanjiang.net/alignerf,,,方法型,DBLP XML fallback; arXiv abstract code URL match; arXiv:2211.09682v1; code link is a project page; repo clone pending
cs.CV,2023,CVPR,SeaThru-NeRF: Neural Radiance Fields in Scattering Media,https://doi.org/10.1109/CVPR52729.2023.00014,https://github.com/ShuhongLL/I2-NeRF,,downloads/cvpr/2023/seathru-nerf-neural-radiance-fields-in-scattering-media,,DBLP XML fallback; GitHub search candidate; stars=71; score=0.56; repo cloned; PDF pending
cs.CV,2023,CVPR,Hybrid Neural Rendering for Large-Scale Scenes with Motion Blur,https://doi.org/10.1109/CVPR52729.2023.00023,https://daipengwa.github.io/Hybrid-Rendering-ProjectPage,,,,DBLP XML fallback; arXiv abstract code URL match; arXiv:2304.12652v2; code link is a project page; repo clone pending
cs.CV,2024,CVPR,FlowIE: Efficient Image Enhancement via Rectified Flow,https://doi.org/10.1109/CVPR52733.2024.00010,https://github.com/EternalEvan/FlowIE,,downloads/cvpr/2024/flowie-efficient-image-enhancement-via-rectified-flow,,DBLP XML fallback; GitHub search candidate; stars=153; score=1.40
cs.CV,2024,CVPR,FMA-Net: Flow-Guided Dynamic Filtering and Iterative Feature Refinement with Multi-Attention for Joint Video Super-Resolution and Deblurring,https://doi.org/10.1109/CVPR52733.2024.00013,https://kaist-viclab.github.io/fmanet-site,,,,DBLP XML fallback; arXiv abstract code URL match; arXiv:2401.03707v2; code link is a project page; repo clone pending
cs.CV,2024,CVPR,DiffusionLight: Light Probes for Free by Painting a Chrome Ball,https://doi.org/10.1109/CVPR52733.2024.00018,https://github.com/DiffusionLight/DiffusionLight,,downloads/cvpr/2024/diffusionlight-light-probes-for-free-by-painting-a-chrome-ball,,DBLP XML fallback; GitHub search candidate; stars=709; score=1.47; repo cloned; PDF pending
cs.CV,2024,CVPR,Gradient Alignment for Cross-Domain Face Anti-Spoofing,https://doi.org/10.1109/CVPR52733.2024.00026,https://github.com/leminhbinh0209/CVPR24-FAS,,downloads/cvpr/2024/gradient-alignment-for-cross-domain-face-anti-spoofing,,DBLP XML fallback; arXiv abstract code URL match; arXiv:2402.18817v2; repo cloned; PDF pending
cs.CV,2024,CVPR,BigGait: Learning Gait Representation You Want by Large Vision Models,https://doi.org/10.1109/CVPR52733.2024.00027,https://github.com/ShiqiYu/OpenGait,,downloads/cvpr/2024/biggait-learning-gait-representation-you-want-by-large-vision-models,方法型,DBLP XML fallback; arXiv abstract code URL match; arXiv:2402.19122v2; repo cloned; PDF pending
cs.CV,2025,CVPR,Go-with-the-Flow: Motion-Controllable Video Diffusion Models Using Real-Time Warped Noise,https://openaccess.thecvf.com/content/CVPR2025/html/Burgert_Go-with-the-Flow_Motion-Controllable_Video_Diffusion_Models_Using_Real-Time_Warped_Noise_CVPR_2025_paper.html,https://github.com/Eyeline-Labs/Go-with-the-Flow,,downloads/cvpr/2025/go-with-the-flow-motion-controllable-video-diffusion-models-using-real-time-warp,方法型,DBLP XML fallback; GitHub search candidate; stars=1088; score=1.39
cs.CV,2025,CVPR,LookingGlass: Generative Anamorphoses via Laplacian Pyramid Warping,https://openaccess.thecvf.com/content/CVPR2025/html/Chang_LookingGlass_Generative_Anamorphoses_via_Laplacian_Pyramid_Warping_CVPR_2025_paper.html,https://github.com/Cedric-Perauer/LatentGenerativeAnamorphoses,,downloads/cvpr/2025/lookingglass-generative-anamorphoses-via-laplacian-pyramid-warping,,DBLP XML fallback; GitHub search candidate; stars=4; score=1.37
cs.CV,2025,CVPR,LibraGrad: Balancing Gradient Flow for Universally Better Vision Transformer Attributions,https://openaccess.thecvf.com/content/CVPR2025/html/Mehri_LibraGrad_Balancing_Gradient_Flow_for_Universally_Better_Vision_Transformer_Attributions_CVPR_2025_paper.html,https://github.com/NightMachinery/LibraGrad,,downloads/cvpr/2025/libragrad-balancing-gradient-flow-for-universally-better-vision-transformer-attr,,DBLP XML fallback; arXiv abstract code URL match; arXiv:2411.16760v1; repo cloned; PDF pending
cs.CV,2025,CVPR,Molmo and PixMo: Open Weights and Open Data for State-of-the-Art Vision-Language Models,https://openaccess.thecvf.com/content/CVPR2025/html/Deitke_Molmo_and_PixMo_Open_Weights_and_Open_Data_for_State-of-the-Art_CVPR_2025_paper.html,https://molmo.allenai.org/blog,,downloads/cvpr/2025/molmo-and-pixmo-open-weights-and-open-data-for-state-of-the-art-vision-language,方法型,DBLP XML fallback; arXiv abstract code URL match; arXiv:2409.17146v2; code link is a project page; repo clone pending
cs.CV,2025,CVPR,OverLoCK: An Overview-first-Look-Closely-next ConvNet with Context-Mixing Dynamic Kernels,https://openaccess.thecvf.com/content/CVPR2025/html/Lou_OverLoCK_An_Overview-first-Look-Closely-next_ConvNet_with_Context-Mixing_Dynamic_Kernels_CVPR_2025_paper.html,https://github.com/LMMMEng/OverLoCK,,downloads/cvpr/2025/overlock-an-overview-first-look-closely-next-convnet-with-context-mixing-dynamic,,DBLP XML fallback; arXiv abstract code URL match; arXiv:2502.20087v3; repo cloned; PDF pending
cs.CL,2021,EMNLP,fairseq S^2: A Scalable and Integrable Speech Synthesis Toolkit,https://aclanthology.org/2021.emnlp-demo.17/,https://github.com/pytorch/fairseq,,downloads/emnlp/2021/fairseq-s-2-a-scalable-and-integrable-speech-synthesis-toolkit,系统型,OpenAlex cited_by_count=2
cs.CL,2022,EMNLP,RobustLR: A Diagnostic Benchmark for Evaluating Logical Robustness of Deductive Reasoners,https://doi.org/10.18653/v1/2022.emnlp-main.653,https://github.com/INK-USC/RobustLR,,downloads/emnlp/2022/robustlr-a-diagnostic-benchmark-for-evaluating-logical-robustness-of-deductive-r,bench/dataset型,DBLP fallback; GitHub search candidate; stars=8; score=1.20
